settlement_id,feature_id,feature_orig,feature_rus,feature_eng,value_orig,value_rus,value_eng,value_comment_rus,value_comment_eng
15,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
15,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
16,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
16,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
17,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
17,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
18,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
18,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
19,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
20,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
21,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
22,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
23,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
24,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
25,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
26,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
27,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
28,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
29,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
29,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
30,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
30,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
31,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
32,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
33,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
34,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
35,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
36,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
37,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
38,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
39,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
40,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
41,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
42,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
43,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
43,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
44,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
44,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
45,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
45,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
46,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
46,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
47,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
47,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
48,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
48,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
49,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
49,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
50,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
50,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
51,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
51,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
52,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
52,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
53,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
53,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
54,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
54,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
55,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
55,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
56,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
56,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
57,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
57,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения имеются,презумптивное наклонение есть,the presumptive mood exists,,
58,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
59,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
60,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
61,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
62,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
63,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
64,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
65,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
66,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
67,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
68,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
69,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,нет данных,нет данных,no data,,
70,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
71,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
72,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
73,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
74,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
75,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
76,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
77,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
78,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
79,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
80,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
81,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
82,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
83,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,формы предположительного наклонения и сложно-деепричастные глаголы отсутствуют,нет,absent,,
84,14,Употребление форм предположительного наклонения и сложно-деепричастных глаголов,Наличие презумптивного наклонения и сериальных конструкций,Presence of the presumptive mood and serial verb constructions,сложно-деепричастные глаголы имеются,сериальные конструкции есть,serial verb constructions exist,,
